,Loss,Test LOSS,Val LOSS,Epoch,Model
0,0.009208994520096374,0.006775498794391752,0.007419105618842878,1,GNN
1,0.004901653325451272,0.002467140348802786,0.0031811973098083398,2,GNN
2,0.004173738528882885,0.002494982000876917,0.002876016389549477,3,GNN
3,0.003584039133042097,0.002494982000876917,0.0030052692684112117,4,GNN
4,0.0033448631008712775,0.002494982000876917,0.002936227349535329,5,GNN
5,0.002978073867686492,0.002494982000876917,0.003050940430141054,6,GNN
6,0.002797439039909347,0.0015035048766003456,0.0023285145925765393,7,GNN
7,0.002208855822516073,0.0015300580073380843,0.001890753612970002,8,GNN
8,0.002008671935793245,0.0010905794305726886,0.0013028280751605052,9,GNN
9,0.0023987761780070805,0.0010905794305726886,0.0019297922179830494,10,GNN
10,0.0027479690622920837,0.0010905794305726886,0.0016074858650681563,11,GNN
11,0.001586580665326827,0.0010905794305726886,0.0013936299643100938,12,GNN
12,0.001961499039823788,0.0010905794305726886,0.0020680819830740803,13,GNN
13,0.0019431971414565592,0.0010905794305726886,0.0015882967294382979,14,GNN
14,0.0019473614745428287,0.0010905794305726886,0.0021995202174439326,15,GNN
15,0.0016173566568416261,0.005493165729916654,0.000963388985110214,16,GNN
16,0.0018725020514580787,0.005493165729916654,0.0013073329562612343,17,GNN
17,0.0016755938334593208,0.005493165729916654,0.0021270798731457033,18,GNN
18,0.0016002076115858343,0.005493165729916654,0.001127543248287111,19,GNN
19,0.0022483094719584966,0.005493165729916654,0.001153867411550891,20,GNN
20,0.0013137647693396762,0.005493165729916654,0.0012968296664694209,21,GNN
21,0.0013173178706295274,0.005493165729916654,0.0011666595960705308,22,GNN
22,0.0013903278506818425,0.005493165729916654,0.002573889700579457,23,GNN
23,0.0011787566923147617,0.005493165729916654,0.0012489115163771202,24,GNN
24,0.0016620547247392617,0.005493165729916654,0.001900352181881317,25,GNN
25,0.0011572588793770983,0.005493165729916654,0.001232785395690371,26,GNN
26,0.0014633933269007165,0.005493165729916654,0.0011749911178339971,27,GNN
27,0.0009993571064374658,0.0007042397536279167,0.0007479724117656587,28,GNN
28,0.0011940685005257755,0.0007042397536279167,0.0013527062186913098,29,GNN
29,0.0009778068832472075,0.0007042397536279167,0.0009332549779282999,30,GNN
30,0.0015515569060055765,0.0007042397536279167,0.001260430724316393,31,GNN
31,0.001194418062988916,0.0007042397536279167,0.0011380217814585193,32,GNN
32,0.0008331475856052098,0.0007042397536279167,0.00106457978655817,33,GNN
33,0.0014203049894559042,0.0007042397536279167,0.0009819271047854271,34,GNN
34,0.0009470954226144386,0.0007042397536279167,0.0007623591060755643,35,GNN
35,0.0014982192001346966,0.0007042397536279167,0.0009098705383294146,36,GNN
36,0.0007747058333087418,0.0007042397536279167,0.0009387015780921501,37,GNN
37,0.0013175199766697655,0.0007042397536279167,0.0032339502001705114,38,GNN
38,0.0015057961214440313,0.0007042397536279167,0.0030157870921575522,39,GNN
39,0.0013588608204844214,0.0007042397536279167,0.0008005634493893013,40,GNN
40,0.0007233318928605123,0.0007042397536279167,0.000782741454859206,41,GNN
41,0.000949447653300857,0.0007042397536279167,0.0008888512144330889,42,GNN
42,0.0009123460101654928,0.0007042397536279167,0.0010365727834896461,43,GNN
43,0.0008230136212113654,0.000646553278209467,0.0007309678724013792,44,GNN
44,0.0010069042420510804,0.000590614610879129,0.000702099446878492,45,GNN
45,0.0009425213298949221,0.000590614610879129,0.0008864117044286104,46,GNN
46,0.0012866116418126206,0.000590614610879129,0.028950452435973148,47,GNN
47,0.0007825737931477436,0.000590614610879129,0.0012883083194392385,48,GNN
48,0.000694332170189747,0.000590614610879129,0.001068518559610311,49,GNN
49,0.0009694183136070933,0.000590614610879129,0.0008396286817751389,50,GNN
50,0.0008680437282323997,0.000590614610879129,0.0007173644056965713,51,GNN
51,0.0009656138645521618,0.000590614610879129,0.000796970838586276,52,GNN
52,0.0015386027371382463,0.000590614610879129,0.0017996476854023058,53,GNN
53,0.0006727449551686797,0.000590614610879129,0.0008709077337116469,54,GNN
54,0.0006275569805718208,0.000590614610879129,0.0009558867382438621,55,GNN
55,0.0006217088509833267,0.000590614610879129,0.0009549067454515807,56,GNN
56,0.0011784908859774857,0.000590614610879129,0.0007693817345007119,57,GNN
57,0.000650120948917577,0.000590614610879129,0.0015459646084636915,58,GNN
58,0.0008349556382828659,0.000590614610879129,0.0009192282792828336,59,GNN
59,0.0016721160394364623,0.000590614610879129,0.0010572974648021046,60,GNN
60,0.0008900134639030252,0.000590614610879129,0.002983482546496816,61,GNN
61,0.0008228542082294682,0.000590614610879129,0.0007115904308229802,62,GNN
62,0.0005211118578817085,0.000590614610879129,0.0011763807044262648,63,GNN
63,0.0009452496268788764,0.000590614610879129,0.0007044196593415108,64,GNN
64,0.0004996589941036486,0.0005746073292493747,0.0006721830976853198,65,GNN
65,0.00047092626934928765,0.0005746073292493747,0.0011176642217196786,66,GNN
66,0.0013758640341920583,0.0005746073292493747,0.0009575214726046397,67,GNN
67,0.0007050529709377511,0.0005746073292493747,0.0007386316885094857,68,GNN
68,0.001187301481447613,0.0005746073292493747,0.0007663430850225268,69,GNN
69,0.0006075703814192528,0.0005746073292493747,0.0007930713070750244,70,GNN
70,0.0004357066426943155,0.0005746073292493747,0.0008907073873622266,71,GNN
71,0.0010394154942450402,0.0005746073292493747,0.0008594963155101141,72,GNN
72,0.0004427722978769972,0.0005746073292493747,0.0007699543569542584,73,GNN
73,0.0004343149540117029,0.0005746073292493747,0.0006774679695117811,74,GNN
74,0.00045732359845884014,0.0005746073292493747,0.0008219695037378187,75,GNN
75,0.0012900966233578076,0.0005746073292493747,0.004167904645569138,76,GNN
76,0.0005172692310289742,0.0005746073292493747,0.005994992379228279,77,GNN
77,0.0009300311938638645,0.0005746073292493747,0.0007843019734555128,78,GNN
78,0.002575729049851735,0.0005746073292493747,0.0008432949194866524,79,GNN
79,0.0006809203254620115,0.0005704258871683123,0.0006467267052912575,80,GNN
80,0.000641240092381005,0.0005704258871683123,0.041314906055733444,81,GNN
81,0.0006753732564585724,0.00042651390021649147,0.0006142841396476797,82,GNN
82,0.00040987196360405524,0.00042651390021649147,0.0006930580539078619,83,GNN
83,0.0008015251646933978,0.00042651390021649147,0.0009150584298779449,84,GNN
84,0.0006856172248674121,0.00042651390021649147,0.000917042239453167,85,GNN
85,0.0005507964968789289,0.00042651390021649147,0.0007628648207937658,86,GNN
86,0.000497499676459654,0.0006446597248268518,0.0005116857351540602,87,GNN
87,0.0007354145615388299,0.0006446597248268518,0.0006280764770658606,88,GNN
88,0.0008038082433588767,0.0006446597248268518,0.0006375618141141786,89,GNN
89,0.00045020320152992457,0.0006446597248268518,0.0007316472198240263,90,GNN
90,0.0004568977622800016,0.0006446597248268518,0.0013285631972212286,91,GNN
91,0.0004261038107361677,0.0006446597248268518,0.0007231562315784004,92,GNN
92,0.0007055407346549519,0.0006446597248268518,0.0006813313387081053,93,GNN
93,0.0005719184300778823,0.0006446597248268518,0.0009656372408171592,94,GNN
94,0.0004712658966160624,0.0006446597248268518,0.003957720336152306,95,GNN
95,0.0010610171602750285,0.0006446597248268518,0.0006152373885706765,96,GNN
96,0.00041410416927457,0.0006446597248268518,0.001192215285016573,97,GNN
97,0.0004373879066793133,0.0006446597248268518,0.0013938713527313666,98,GNN
98,0.00029695169342132237,0.0006446597248268518,0.0005885304208670163,99,GNN
99,0.0007518293238741742,0.0006446597248268518,0.000755045106574471,100,GNN
